year,Km_travelled,fuel_type,city,assembly,engine,body_type,interior_scores,exterior_scores,comfort_scores,company,price
2022,39000,5.0,2.0,1.0,1300,8.0,0.0,2.0,1.0,39.0,0.46
2016,183000,5.0,1.0,1.0,1300,8.0,2.0,2.0,2.0,39.0,0.37
2000,140000,1.0,0.0,0.0,3000,7.0,2.0,1.0,1.0,39.0,0.7
2015,198000,2.0,0.0,0.0,1500,9.0,1.0,1.0,2.0,39.0,0.45
2015,97000,2.0,0.0,0.0,1500,9.0,2.0,1.0,0.0,39.0,0.53
1996,200000,0.0,2.0,1.0,1500,8.0,2.0,1.0,1.0,15.0,0.11
2020,39000,5.0,2.0,1.0,1500,8.0,2.0,1.0,1.0,15.0,0.47
2024,11000,5.0,2.0,1.0,1500,8.0,0.0,2.0,2.0,3.0,0.43
2007,130000,2.0,1.0,0.0,1500,8.0,2.0,1.0,2.0,39.0,0.33
2018,79000,5.0,0.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.54
2025,60000,5.0,1.0,0.0,1000,2.0,2.0,2.0,0.0,39.0,0.64
2014,188300,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.26
2006,256000,5.0,2.0,1.0,1300,8.0,1.0,2.0,1.0,37.0,0.12
2021,54000,5.0,2.0,1.0,1800,8.0,1.0,2.0,2.0,39.0,0.61
2013,101000,5.0,0.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.31
2021,26000,5.0,2.0,1.0,1000,6.0,1.0,1.0,2.0,3.0,0.24
2025,700,5.0,0.0,1.0,1400,2.0,0.0,0.0,2.0,23.0,0.61
2018,93000,2.0,2.0,0.0,1500,3.0,0.0,1.0,2.0,39.0,0.5
2020,33000,5.0,3.0,0.0,1000,2.0,2.0,2.0,0.0,39.0,0.65
2012,83000,5.0,0.0,0.0,2700,7.0,2.0,1.0,1.0,39.0,1.75
2022,50000,5.0,0.0,1.0,1500,8.0,0.0,0.0,2.0,15.0,0.81
2007,170000,2.0,1.0,0.0,1500,8.0,0.0,2.0,0.0,39.0,0.29
2016,120000,5.0,0.0,1.0,1800,8.0,0.0,0.0,2.0,39.0,0.49
2014,195000,5.0,1.0,1.0,1800,8.0,2.0,2.0,2.0,39.0,0.45
2007,213344,0.0,1.0,1.0,1300,8.0,2.0,1.0,1.0,39.0,0.2
2020,62000,5.0,2.0,1.0,1800,8.0,2.0,0.0,2.0,39.0,0.58
2017,80000,5.0,0.0,0.0,1200,8.0,2.0,2.0,2.0,0.0,0.68
2023,19000,5.0,1.0,1.0,2000,7.0,2.0,0.0,0.0,17.0,0.74
1996,150000,1.0,1.0,0.0,2800,7.0,1.0,2.0,1.0,29.0,0.3
2022,9300,5.0,2.0,1.0,1600,8.0,2.0,2.0,2.0,39.0,0.63
2021,60000,5.0,0.0,1.0,1300,8.0,0.0,2.0,1.0,39.0,0.44
2023,40000,5.0,2.0,1.0,2000,2.0,0.0,0.0,2.0,23.0,0.75
2021,53000,5.0,2.0,1.0,2000,2.0,0.0,0.0,0.0,23.0,0.69
2006,172000,5.0,1.0,1.0,1300,8.0,2.0,1.0,1.0,37.0,0.12
2013,105000,5.0,2.0,1.0,1300,8.0,2.0,2.0,1.0,15.0,0.27
2020,125000,2.0,1.0,0.0,1500,3.0,2.0,2.0,1.0,39.0,0.62
2024,51000,2.0,2.0,1.0,1800,7.0,0.0,0.0,0.0,39.0,0.89
2015,78000,5.0,2.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.33
1996,324092,5.0,2.0,1.0,1300,8.0,2.0,2.0,1.0,37.0,0.06
2019,120000,5.0,1.0,1.0,800,6.0,1.0,2.0,2.0,37.0,0.1
2016,103000,5.0,1.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.47
2020,54000,5.0,3.0,0.0,1000,2.0,0.0,2.0,0.0,39.0,0.61
2016,137000,5.0,1.0,0.0,1300,8.0,2.0,2.0,1.0,39.0,0.37
2009,105000,5.0,0.0,1.0,1800,8.0,2.0,1.0,1.0,39.0,0.32
2009,135000,1.0,0.0,1.0,2000,8.0,1.0,2.0,1.0,39.0,0.36
1995,100000,5.0,2.0,0.0,1500,8.0,1.0,2.0,1.0,15.0,0.11
2017,97000,5.0,0.0,0.0,660,3.0,1.0,1.0,1.0,39.0,0.28
2022,30000,5.0,4.0,1.0,1500,2.0,2.0,0.0,0.0,6.0,0.52
2007,140000,5.0,2.0,1.0,1300,8.0,2.0,2.0,1.0,15.0,0.22
2012,180000,5.0,1.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.32
2022,67000,5.0,0.0,1.0,2500,8.0,0.0,2.0,0.0,17.0,0.9
2021,98000,5.0,1.0,1.0,1600,8.0,2.0,2.0,1.0,39.0,0.56
1993,8000,5.0,4.0,1.0,1300,8.0,1.0,2.0,1.0,37.0,0.05
2006,176700,5.0,0.0,0.0,1800,9.0,1.0,1.0,1.0,30.0,0.23
2020,20000,5.0,3.0,0.0,1000,2.0,2.0,2.0,0.0,39.0,0.55
2018,100200,5.0,4.0,1.0,1500,4.0,0.0,1.0,2.0,15.0,0.43
2016,135000,5.0,1.0,0.0,660,5.0,1.0,2.0,2.0,37.0,0.22
2018,46000,5.0,0.0,1.0,1500,8.0,2.0,1.0,1.0,15.0,0.42
1994,100000,5.0,1.0,0.0,1500,8.0,1.0,1.0,1.0,15.0,0.08
2021,65000,5.0,1.0,1.0,1500,4.0,2.0,2.0,2.0,15.0,0.5
2011,203500,5.0,0.0,0.0,660,8.0,2.0,2.0,2.0,36.0,0.2
2020,138000,5.0,0.0,1.0,2000,2.0,0.0,0.0,0.0,23.0,0.68
2020,70000,5.0,2.0,0.0,660,5.0,1.0,2.0,2.0,37.0,0.3
2021,49000,5.0,2.0,1.0,1800,8.0,2.0,0.0,2.0,39.0,0.65
2012,87542,5.0,2.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.28
2010,24000,5.0,0.0,0.0,3000,8.0,0.0,2.0,2.0,2.0,0.75
2002,100000,5.0,2.0,1.0,1300,8.0,2.0,1.0,1.0,39.0,0.23
2025,24600,2.0,0.0,1.0,1500,7.0,1.0,1.0,2.0,14.0,1.2
2010,129000,5.0,0.0,1.0,1800,8.0,2.0,2.0,1.0,15.0,0.28
2003,100000,5.0,2.0,1.0,1300,8.0,1.0,2.0,1.0,37.0,0.09
2020,68000,5.0,0.0,1.0,1800,8.0,2.0,2.0,2.0,39.0,0.62
2007,20000,5.0,2.0,1.0,1800,8.0,2.0,2.0,1.0,15.0,0.23
2019,77000,5.0,2.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.41
2016,141700,5.0,1.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.48
2012,74566,5.0,1.0,1.0,800,6.0,2.0,2.0,1.0,37.0,0.15
2006,158000,5.0,0.0,1.0,1300,8.0,2.0,2.0,1.0,15.0,0.24
1993,90000,5.0,2.0,1.0,1300,8.0,1.0,2.0,1.0,37.0,0.04
2007,160000,5.0,2.0,0.0,2000,2.0,2.0,1.0,1.0,23.0,0.29
2022,11000,5.0,3.0,0.0,660,3.0,2.0,2.0,2.0,15.0,0.34
2021,36000,5.0,2.0,1.0,1500,8.0,2.0,2.0,2.0,39.0,0.46
2007,122000,5.0,0.0,0.0,1500,8.0,1.0,2.0,1.0,39.0,0.35
1999,50000,5.0,2.0,1.0,1500,8.0,1.0,2.0,1.0,15.0,0.12
2020,31000,5.0,3.0,0.0,1000,2.0,0.0,2.0,0.0,39.0,0.61
2013,180000,5.0,2.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.27
2019,73000,5.0,2.0,0.0,660,5.0,1.0,2.0,1.0,37.0,0.28
2006,170000,1.0,4.0,1.0,2000,8.0,2.0,1.0,1.0,39.0,0.18
2017,180000,5.0,1.0,0.0,660,5.0,1.0,2.0,1.0,37.0,0.19
1995,200000,5.0,1.0,0.0,1800,8.0,1.0,1.0,1.0,28.0,0.19
2016,71000,5.0,2.0,0.0,1300,8.0,2.0,1.0,1.0,15.0,0.33
2022,62500,5.0,0.0,1.0,1800,8.0,2.0,0.0,2.0,39.0,0.69
2017,93000,5.0,2.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.39
2025,2800,5.0,2.0,1.0,1500,7.0,0.0,0.0,2.0,14.0,0.99
2020,55000,5.0,3.0,0.0,1000,2.0,0.0,2.0,2.0,8.0,0.57
2007,140000,5.0,0.0,0.0,1800,8.0,1.0,1.0,2.0,39.0,0.49
2014,146000,5.0,1.0,1.0,1800,8.0,2.0,2.0,2.0,15.0,0.41
2013,173000,5.0,1.0,1.0,1600,8.0,2.0,2.0,1.0,39.0,0.31
2022,62600,5.0,1.0,1.0,2000,7.0,2.0,0.0,0.0,17.0,0.72
2010,180000,2.0,2.0,0.0,2400,6.0,2.0,2.0,0.0,39.0,0.46
2022,80000,5.0,0.0,1.0,1200,2.0,0.0,2.0,2.0,31.0,0.6
2018,74556,5.0,0.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.37
2020,53000,5.0,3.0,0.0,1000,2.0,2.0,2.0,2.0,39.0,0.54
2018,66000,5.0,2.0,1.0,1800,8.0,2.0,2.0,2.0,15.0,0.47
2018,136000,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.43
2006,135000,5.0,4.0,1.0,1300,8.0,2.0,2.0,1.0,15.0,0.18
1996,200000,5.0,0.0,1.0,1600,8.0,2.0,2.0,1.0,15.0,0.13
2015,62000,5.0,0.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.34
2019,45000,5.0,0.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.59
1997,250000,5.0,0.0,1.0,1600,8.0,1.0,1.0,1.0,15.0,0.1
2016,110000,5.0,1.0,1.0,1500,8.0,2.0,1.0,1.0,15.0,0.35
2006,108547,5.0,2.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.2
2007,272000,2.0,1.0,0.0,1500,8.0,2.0,1.0,2.0,39.0,0.29
2007,135000,5.0,2.0,1.0,1800,8.0,2.0,2.0,1.0,39.0,0.27
2007,187312,5.0,2.0,0.0,1500,8.0,2.0,2.0,1.0,39.0,0.25
2011,88000,0.0,1.0,0.0,800,6.0,1.0,2.0,2.0,37.0,0.1
2022,65000,5.0,1.0,0.0,2000,2.0,0.0,0.0,0.0,23.0,0.72
2017,165000,5.0,0.0,1.0,1300,8.0,2.0,2.0,1.0,15.0,0.42
2018,67000,5.0,0.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.47
2021,51000,5.0,0.0,1.0,1500,8.0,2.0,2.0,2.0,39.0,0.49
2021,65000,5.0,2.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.67
2005,210000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,37.0,0.12
2006,60000,5.0,2.0,1.0,1800,8.0,2.0,1.0,1.0,39.0,0.25
1994,186560,1.0,1.0,0.0,2800,7.0,1.0,2.0,1.0,29.0,0.31
2012,150000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.34
2024,23500,5.0,0.0,1.0,1800,8.0,2.0,0.0,2.0,39.0,0.8
2009,76999,5.0,2.0,0.0,2000,8.0,2.0,1.0,2.0,39.0,0.68
1988,100000,5.0,2.0,0.0,1500,8.0,1.0,1.0,1.0,39.0,0.1
2006,160000,5.0,1.0,1.0,1800,8.0,2.0,2.0,1.0,39.0,0.25
2013,129000,5.0,1.0,1.0,1800,8.0,2.0,2.0,2.0,15.0,0.38
2004,204000,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,15.0,0.2
2021,85000,5.0,0.0,1.0,1500,8.0,2.0,2.0,2.0,3.0,0.36
2026,13,5.0,3.0,1.0,1500,7.0,0.0,0.0,2.0,14.0,0.98
2016,175000,5.0,1.0,0.0,660,5.0,1.0,2.0,1.0,37.0,0.18
2010,162000,5.0,2.0,0.0,660,6.0,1.0,2.0,1.0,8.0,0.14
2009,150000,5.0,2.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.23
2010,195000,5.0,4.0,1.0,1800,8.0,2.0,2.0,2.0,39.0,0.32
1993,10000,5.0,2.0,1.0,800,6.0,1.0,2.0,2.0,37.0,0.04
2018,105000,2.0,1.0,0.0,660,6.0,1.0,2.0,1.0,30.0,0.27
2009,250000,5.0,2.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.21
2014,180000,5.0,0.0,1.0,1800,8.0,2.0,2.0,2.0,39.0,0.43
2015,12000,5.0,1.0,0.0,660,3.0,1.0,2.0,2.0,30.0,0.2
2014,87000,5.0,1.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.32
2020,80000,5.0,0.0,1.0,1600,8.0,2.0,1.0,1.0,39.0,0.51
2007,200000,5.0,0.0,1.0,1800,8.0,2.0,1.0,1.0,39.0,0.24
2004,158000,5.0,2.0,0.0,2700,7.0,2.0,2.0,2.0,39.0,0.72
1987,520349,5.0,2.0,0.0,1500,8.0,2.0,2.0,2.0,29.0,0.05
2017,210000,5.0,0.0,0.0,1500,8.0,2.0,0.0,2.0,15.0,0.54
2021,70000,5.0,0.0,1.0,1600,8.0,2.0,2.0,1.0,39.0,0.56
2015,15000,5.0,4.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.41
2021,82000,5.0,1.0,1.0,1600,8.0,2.0,1.0,1.0,39.0,0.54
2017,106000,5.0,4.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.5
2022,37000,5.0,2.0,1.0,1000,6.0,1.0,1.0,2.0,3.0,0.22
2021,220000,5.0,4.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.42
2018,124266,5.0,2.0,0.0,660,6.0,2.0,1.0,1.0,8.0,0.24
2021,57000,5.0,0.0,1.0,1300,8.0,1.0,1.0,1.0,39.0,0.39
2015,150000,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.37
2025,27200,5.0,1.0,1.0,1500,8.0,0.0,0.0,2.0,15.0,0.94
2014,97000,5.0,1.0,1.0,1800,8.0,2.0,1.0,1.0,15.0,0.37
2020,82000,5.0,4.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.4
2020,29000,5.0,2.0,0.0,1000,2.0,2.0,2.0,0.0,39.0,0.6
2013,110000,5.0,0.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.33
2020,49000,5.0,2.0,1.0,2000,2.0,0.0,2.0,2.0,23.0,0.59
2020,71000,5.0,0.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.61
2012,135000,5.0,0.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.35
2019,154000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.4
2018,130000,5.0,1.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.58
2005,250000,5.0,0.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.27
2018,120000,5.0,1.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.39
2020,47000,5.0,3.0,0.0,1000,2.0,2.0,1.0,2.0,39.0,0.59
1996,144000,5.0,2.0,1.0,1600,8.0,1.0,1.0,1.0,15.0,0.11
1996,275555,5.0,2.0,0.0,3400,7.0,2.0,0.0,1.0,39.0,0.37
2018,72000,2.0,0.0,0.0,2000,8.0,2.0,0.0,0.0,2.0,2.45
2014,96540,2.0,0.0,0.0,1500,2.0,0.0,2.0,0.0,15.0,0.48
1996,125000,5.0,4.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.12
2021,56000,5.0,3.0,0.0,1000,2.0,2.0,1.0,2.0,39.0,0.64
2020,100000,5.0,0.0,1.0,1300,8.0,2.0,2.0,1.0,15.0,0.39
2007,150000,5.0,2.0,1.0,1300,8.0,1.0,2.0,1.0,37.0,0.11
2020,54000,5.0,3.0,0.0,1000,2.0,2.0,1.0,2.0,39.0,0.64
2020,120000,5.0,0.0,1.0,1000,6.0,1.0,1.0,1.0,11.0,0.15
2025,7000,5.0,0.0,1.0,2500,8.0,0.0,0.0,0.0,17.0,1.85
2000,180000,5.0,2.0,0.0,3400,7.0,2.0,1.0,1.0,39.0,0.42
2016,150000,5.0,0.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.4
2005,250000,5.0,0.0,1.0,1600,8.0,1.0,1.0,1.0,29.0,0.17
2011,131000,5.0,0.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.31
2021,75000,5.0,0.0,1.0,1500,2.0,2.0,0.0,0.0,6.0,0.47
2005,285846,5.0,4.0,0.0,1800,8.0,2.0,1.0,1.0,39.0,0.23
2017,78000,5.0,2.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.48
2020,82000,5.0,1.0,1.0,1300,8.0,2.0,1.0,1.0,15.0,0.4
2025,9000,2.0,2.0,1.0,1600,8.0,0.0,0.0,0.0,17.0,0.93
2025,5200,2.0,1.0,1.0,1500,7.0,0.0,0.0,0.0,14.0,1.35
2020,49000,5.0,0.0,1.0,2000,2.0,0.0,0.0,0.0,23.0,0.67
2022,44000,5.0,0.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.73
2011,175365,5.0,4.0,1.0,800,6.0,1.0,2.0,2.0,37.0,0.12
2021,200000,5.0,1.0,1.0,1000,6.0,1.0,1.0,2.0,3.0,0.22
2008,157452,5.0,1.0,0.0,1300,8.0,1.0,1.0,1.0,29.0,0.17
2018,120000,5.0,1.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.54
2004,185500,5.0,0.0,0.0,1500,8.0,2.0,1.0,1.0,39.0,0.34
2008,180000,5.0,0.0,1.0,1800,8.0,2.0,2.0,1.0,15.0,0.24
2021,50000,1.0,1.0,1.0,2800,7.0,0.0,2.0,0.0,39.0,1.55
2019,99000,5.0,0.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.47
2013,97660,5.0,2.0,1.0,1800,8.0,2.0,1.0,1.0,15.0,0.33
2021,65000,5.0,2.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.62
2022,83000,5.0,2.0,1.0,1500,0.0,2.0,0.0,0.0,3.0,0.74
2022,50000,5.0,2.0,1.0,1500,8.0,2.0,0.0,2.0,3.0,0.36
2005,200000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,37.0,0.13
2022,40000,5.0,1.0,1.0,1598,8.0,2.0,2.0,1.0,39.0,0.61
1998,194,5.0,4.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.19
2025,22000,2.0,0.0,0.0,1500,7.0,0.0,0.0,0.0,14.0,1.13
1997,135000,5.0,2.0,1.0,1600,8.0,1.0,1.0,1.0,15.0,0.1
2021,74000,5.0,2.0,1.0,2000,2.0,0.0,2.0,2.0,23.0,0.56
1999,150000,5.0,2.0,0.0,1600,8.0,1.0,2.0,1.0,37.0,0.1
2021,32500,5.0,2.0,1.0,1600,8.0,2.0,2.0,1.0,39.0,0.53
2007,122398,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,37.0,0.12
2012,91580,5.0,0.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.31
2022,26000,5.0,2.0,1.0,2000,8.0,2.0,2.0,0.0,17.0,0.64
2004,142000,5.0,2.0,1.0,1600,8.0,1.0,2.0,1.0,15.0,0.15
2012,75000,5.0,0.0,0.0,660,9.0,1.0,2.0,2.0,8.0,0.25
2005,186000,5.0,2.0,1.0,1600,8.0,2.0,2.0,1.0,15.0,0.17
2015,78000,5.0,2.0,1.0,1800,8.0,2.0,1.0,2.0,39.0,0.39
2018,80000,5.0,1.0,0.0,660,5.0,1.0,2.0,1.0,37.0,0.3
2015,94000,2.0,0.0,0.0,1500,2.0,0.0,1.0,0.0,15.0,0.57
2024,24000,5.0,0.0,1.0,2000,2.0,0.0,0.0,0.0,23.0,0.95
2019,33000,5.0,1.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.58
2020,82000,5.0,1.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.39
2018,63800,5.0,1.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.38
2020,70000,5.0,2.0,1.0,1300,8.0,1.0,1.0,1.0,39.0,0.42
2005,145000,5.0,0.0,1.0,1300,8.0,2.0,2.0,1.0,15.0,0.23
2010,58000,5.0,1.0,1.0,800,6.0,1.0,2.0,2.0,37.0,0.12
2009,288806,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.25
2005,145000,5.0,0.0,1.0,1300,8.0,2.0,2.0,1.0,15.0,0.23
2013,1000,5.0,0.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.28
2011,124000,5.0,0.0,1.0,1600,8.0,2.0,1.0,2.0,39.0,0.33
2016,160000,5.0,1.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.3
2020,54400,5.0,2.0,1.0,2000,2.0,1.0,2.0,2.0,23.0,0.6
2015,114000,2.0,2.0,0.0,1500,2.0,0.0,2.0,0.0,15.0,0.41
2005,366089,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,15.0,0.15
2018,106000,5.0,4.0,1.0,1600,8.0,2.0,1.0,1.0,39.0,0.43
2006,150057,5.0,2.0,1.0,1600,8.0,2.0,1.0,1.0,15.0,0.18
2007,100000,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.23
2019,104000,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.47
2020,250000,5.0,4.0,1.0,1800,8.0,2.0,1.0,2.0,39.0,0.48
2026,13,5.0,3.0,1.0,1500,7.0,0.0,0.0,0.0,14.0,0.98
2016,90000,5.0,0.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.34
2010,195000,5.0,0.0,1.0,1800,8.0,2.0,0.0,2.0,39.0,0.32
2012,200000,2.0,0.0,0.0,1300,9.0,2.0,1.0,2.0,15.0,0.31
2005,283000,5.0,1.0,1.0,1600,8.0,1.0,1.0,1.0,15.0,0.17
2015,140000,5.0,1.0,1.0,1600,8.0,2.0,1.0,1.0,39.0,0.36
2017,148000,5.0,0.0,1.0,1300,3.0,1.0,1.0,2.0,11.0,0.17
2012,152000,5.0,1.0,0.0,660,8.0,1.0,1.0,2.0,15.0,0.22
1999,400000,5.0,0.0,1.0,1300,8.0,0.0,2.0,1.0,15.0,0.14
2017,1,5.0,0.0,0.0,1800,8.0,2.0,0.0,2.0,15.0,0.51
2005,145000,5.0,0.0,1.0,1300,8.0,2.0,2.0,1.0,15.0,0.23
2017,160000,5.0,0.0,1.0,1500,8.0,2.0,0.0,2.0,15.0,0.54
2018,102650,5.0,1.0,1.0,1000,6.0,1.0,1.0,1.0,11.0,0.14
2017,80000,5.0,0.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.51
2012,136000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.33
2018,122715,5.0,2.0,1.0,1800,8.0,2.0,2.0,2.0,39.0,0.5
2010,250000,5.0,0.0,1.0,1800,8.0,2.0,2.0,1.0,15.0,0.26
2020,40312,5.0,0.0,0.0,1000,2.0,2.0,2.0,2.0,39.0,0.56
2012,106000,2.0,1.0,0.0,1300,9.0,2.0,1.0,2.0,15.0,0.32
2005,200000,5.0,2.0,1.0,1300,8.0,2.0,2.0,1.0,15.0,0.16
1996,133333,0.0,1.0,1.0,1500,8.0,1.0,2.0,1.0,15.0,0.09
2022,49000,2.0,1.0,0.0,660,9.0,2.0,1.0,2.0,37.0,0.33
2013,660,5.0,1.0,0.0,660,8.0,2.0,2.0,2.0,30.0,0.12
2005,235000,5.0,1.0,0.0,1800,8.0,2.0,1.0,0.0,28.0,0.45
2005,144000,5.0,0.0,1.0,1300,8.0,2.0,2.0,1.0,15.0,0.23
2011,160000,2.0,1.0,0.0,1800,8.0,2.0,1.0,0.0,39.0,0.37
2007,100000,5.0,2.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.17
2024,28000,5.0,2.0,1.0,2000,2.0,0.0,0.0,2.0,23.0,0.78
2006,176800,5.0,0.0,0.0,1500,9.0,2.0,2.0,1.0,30.0,0.23
2020,42446,2.0,3.0,0.0,1200,8.0,0.0,2.0,2.0,30.0,0.74
2016,49000,5.0,2.0,1.0,800,6.0,1.0,2.0,2.0,37.0,0.13
2021,50000,5.0,2.0,1.0,1600,8.0,2.0,2.0,2.0,39.0,0.56
2017,125000,5.0,0.0,1.0,1800,8.0,2.0,1.0,2.0,15.0,0.47
2025,3100,5.0,0.0,1.0,1800,8.0,2.0,0.0,2.0,39.0,0.8
1997,298000,5.0,4.0,1.0,1300,8.0,1.0,2.0,1.0,15.0,0.07
2020,49000,5.0,2.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.38
2006,125000,5.0,4.0,1.0,1500,8.0,1.0,2.0,1.0,15.0,0.2
1997,165000,5.0,2.0,0.0,3400,7.0,2.0,2.0,1.0,39.0,0.38
2021,40000,5.0,2.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.62
2007,135000,5.0,2.0,1.0,1600,8.0,2.0,1.0,1.0,37.0,0.12
2021,89000,5.0,0.0,1.0,1300,8.0,1.0,1.0,1.0,39.0,0.39
2012,10000,5.0,0.0,1.0,1600,8.0,2.0,2.0,2.0,39.0,0.48
2000,100000,1.0,0.0,0.0,2000,8.0,1.0,2.0,1.0,39.0,0.21
2011,165000,5.0,1.0,1.0,1800,8.0,2.0,2.0,1.0,15.0,0.32
2019,91500,5.0,0.0,0.0,1000,2.0,2.0,2.0,0.0,39.0,0.56
2021,34443,5.0,3.0,0.0,1000,2.0,2.0,1.0,2.0,39.0,0.65
2016,80000,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.43
1999,10123,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,37.0,0.1
2021,32000,5.0,2.0,1.0,2000,2.0,0.0,0.0,0.0,23.0,0.66
2018,91000,5.0,0.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.36
2017,84000,5.0,0.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.52
2016,82000,5.0,2.0,1.0,1500,8.0,2.0,0.0,2.0,15.0,0.48
2012,64500,5.0,1.0,1.0,800,6.0,1.0,2.0,2.0,37.0,0.09
2012,192000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.28
2005,200000,5.0,0.0,0.0,1600,8.0,1.0,1.0,1.0,29.0,0.14
2019,80000,5.0,4.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.47
2017,170000,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.37
2011,78000,5.0,0.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.3
2004,200000,5.0,1.0,1.0,1300,8.0,2.0,1.0,1.0,37.0,0.11
2009,90000,5.0,1.0,1.0,1800,8.0,2.0,2.0,2.0,39.0,0.27
2002,100000,5.0,1.0,1.0,1600,8.0,2.0,1.0,1.0,39.0,0.21
2007,300000,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.2
2000,150000,5.0,1.0,1.0,1500,8.0,1.0,2.0,1.0,15.0,0.13
1999,100000,5.0,4.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.13
1984,300000,5.0,0.0,1.0,1600,8.0,1.0,2.0,1.0,39.0,0.06
2008,172000,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,15.0,0.28
2002,168000,5.0,2.0,1.0,1500,8.0,1.0,2.0,2.0,15.0,0.17
2012,150000,5.0,1.0,0.0,660,5.0,1.0,2.0,1.0,37.0,0.2
2014,150000,5.0,1.0,1.0,1800,8.0,2.0,2.0,2.0,15.0,0.37
2016,87000,5.0,2.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.33
