year,price,Km_travelled,fuel_type,transmission,city,color,assembly,engine,body_type,interior_scores,exterior_scores,safety_scores,comfort_scores,company
2016,0.47,57000,Petrol,Automatic,Punjab,White,Local,1600,Sedan,7,6,27,13,Toyota
1987,0.24,1,Diesel,Manual,other,White,Imported,2400,SUV,3,8,0,2,Toyota
2011,0.25,145000,Petrol,Manual,Sindh,Black,Local,1300,Sedan,18,3,9,13,Toyota
2005,0.47,120000,Petrol,Automatic,Islamabad,White,Imported,2500,Sedan,0,6,27,13,Toyota
2025,0.52,3500,Petrol,Manual,Islamabad,Silver,Local,1300,Sedan,18,13,39,21,Toyota
2007,0.29,150000,Petrol,Automatic,Islamabad,Silver,Imported,2000,Sedan,18,9,34,39,Mercedes-Benz
2015,0.45,160000,Hybrid,Automatic,Islamabad,White,Imported,1500,Crossover,34,20,50,45,Honda
2004,0.26,104,Petrol,Manual,Punjab,White,Local,1300,Sedan,10,0,3,4,Toyota
2020,0.55,96000,Petrol,Automatic,Sindh,Silver,Local,2000,Crossover,28,13,33,35,KIA
2013,0.31,180000,Petrol,Manual,Islamabad,White,Local,1300,Sedan,10,3,17,13,Honda
2018,0.15,100000,Petrol,Manual,Sindh,White,Local,1300,Hatchback,10,9,27,20,FAW
2020,0.4,99000,Petrol,Automatic,Punjab,White,Local,1300,Sedan,28,13,39,13,Toyota
2021,0.41,55000,Petrol,Manual,Un-Registered,White,Local,1300,Sedan,18,13,39,13,Toyota
2017,0.39,125000,Petrol,Automatic,Islamabad,other,Local,1300,Sedan,10,3,17,13,Honda
1998,0.2,130000,Petrol,Automatic,Sindh,other,Imported,1800,Sedan,10,9,34,19,Mercedes-Benz
2024,1.9,34000,Diesel,Automatic,Sindh,White,Local,2800,SUV,34,13,45,35,Toyota
2012,0.33,73000,Petrol,Automatic,Punjab,Black,Local,1800,Sedan,14,24,33,13,Honda
2018,0.56,60,Petrol,Automatic,Islamabad,other,Local,1800,Sedan,24,17,40,30,Toyota
2016,0.38,150000,Petrol,Manual,Punjab,Black,Local,1300,Sedan,14,0,27,13,Toyota
1997,0.15,129598,Petrol,Manual,Sindh,other,Local,1600,Sedan,19,13,17,24,Honda
2013,0.26,189000,Petrol,Manual,Sindh,other,Local,1300,Sedan,14,16,9,8,Toyota
2011,0.28,170000,Petrol,Automatic,Islamabad,Black,Local,1800,Sedan,14,17,27,13,Honda
2025,0.79,25,Petrol,Automatic,Un-Registered,White,Local,1800,Sedan,24,21,44,30,Toyota
2011,0.3,82000,Petrol,Automatic,Sindh,White,Local,1800,Sedan,14,17,27,13,Honda
2025,1.31,25000,Hybrid,Automatic,Islamabad,Black,Local,1600,SUV,43,23,62,43,Hyundai
2022,0.34,78371,Petrol,Automatic,Un-Registered,other,Imported,660,Hatchback,0,0,27,13,Honda
2024,0.88,42000,Petrol,Automatic,Punjab,Black,Local,1500,Sedan,29,21,44,35,Honda
2022,0.78,22000,Hybrid,Automatic,Punjab,White,Imported,1200,Crossover,0,6,27,13,Toyota
2011,0.25,145000,Petrol,Manual,Sindh,other,Local,1300,Sedan,10,0,23,8,Toyota
2023,10.62,130,Petrol,Automatic,Un-Registered,White,Imported,3500,SUV,43,21,62,43,Lexus
2020,0.63,69000,Petrol,Automatic,Un-Registered,White,Imported,1000,Crossover,23,13,45,45,Toyota
2020,0.62,29000,Petrol,Automatic,Un-Registered,other,Imported,1000,Crossover,23,13,45,45,Toyota
2020,0.62,73000,Petrol,Automatic,Un-Registered,other,Imported,1000,Crossover,23,13,45,45,Toyota
2022,0.73,122000,Petrol,Automatic,Punjab,Grey,Local,2400,Compact SUV,28,23,38,42,KIA
2002,0.2,15000,Diesel,Automatic,Punjab,White,Imported,3000,SUV,10,9,34,6,Toyota
2020,0.64,26700,Petrol,Automatic,Islamabad,White,Imported,1000,Crossover,14,13,54,38,Daihatsu
2018,0.5,48000,Petrol,Automatic,Islamabad,Silver,Local,1300,Sedan,19,3,27,13,Toyota
2006,0.17,200000,Petrol,Manual,Punjab,Silver,Local,1300,Sedan,14,0,9,8,Honda
2017,0.48,150000,Petrol,Automatic,Punjab,Silver,Local,1800,Sedan,18,28,44,35,Honda
2017,0.52,90000,Petrol,Automatic,Islamabad,Silver,Local,1500,Sedan,23,21,40,35,Honda
2013,0.26,189000,Petrol,Manual,Sindh,other,Local,1300,Sedan,10,16,23,8,Toyota
2008,0.54,104269,Petrol,Automatic,Punjab,Silver,Imported,1800,Sedan,18,23,45,50,Mercedes-Benz
2012,0.26,156000,Petrol,Manual,Sindh,other,Local,1300,Sedan,10,0,23,8,Toyota
2017,0.51,82000,Petrol,Automatic,Islamabad,Silver,Local,1800,Sedan,18,21,40,35,Honda
1995,0.63,150000,Diesel,Automatic,Sindh,other,Imported,4200,SUV,14,17,27,24,Toyota
2015,0.38,85000,Petrol,Manual,Punjab,White,Imported,1300,Sedan,19,13,41,18,Toyota
2016,0.37,217115,Petrol,Manual,Punjab,Grey,Local,1300,Sedan,14,0,27,13,Toyota
2010,0.27,190000,Petrol,Manual,Punjab,Silver,Local,1300,Sedan,10,0,23,8,Toyota
2021,0.65,80806,Petrol,Automatic,Punjab,White,Local,1800,Sedan,18,21,40,35,Honda
2011,0.24,101000,Petrol,Automatic,Sindh,Silver,Imported,1000,Sedan,7,0,27,13,Toyota
2021,0.56,55000,Petrol,Automatic,Un-Registered,Silver,Imported,1000,Crossover,28,13,45,30,Daihatsu
2018,4.3,76000,Petrol,Automatic,Punjab,White,Imported,4600,SUV,24,21,62,42,Toyota
2019,0.44,40000,Petrol,Automatic,other,White,Local,1500,Sedan,14,9,17,13,Honda
2026,0.97,500,Petrol,Automatic,Punjab,Black,Local,1500,SUV,28,30,62,43,Haval
2020,0.62,84000,Petrol,Automatic,Islamabad,White,Imported,1000,Crossover,28,13,45,30,Daihatsu
2021,1.25,51000,Petrol,Automatic,Islamabad,White,Local,2700,SUV,7,6,27,19,Toyota
2022,0.61,85000,Petrol,Automatic,Islamabad,Black,Local,2000,Sedan,18,18,40,42,Hyundai
2020,0.69,65000,Hybrid,Automatic,Un-Registered,White,Imported,1200,Sedan,0,0,0,0,Nissan
2026,0.47,20,Petrol,Automatic,Un-Registered,White,Local,1500,Sedan,0,14,27,19,Changan
2020,0.55,48000,Petrol,Automatic,Un-Registered,other,Imported,1000,Crossover,23,20,62,38,Daihatsu
2000,0.12,123456,Diesel,Manual,Sindh,Black,Local,2000,Sedan,10,6,3,8,Toyota
2017,0.51,137000,Petrol,Automatic,Punjab,White,Local,1800,Sedan,18,21,40,35,Honda
2019,0.38,150700,Petrol,Manual,Punjab,White,Local,1500,MPV,23,13,33,23,Honda
1994,0.05,250000,Petrol,Manual,Sindh,other,Local,1300,Sedan,10,0,0,2,Suzuki
2008,0.06,100000,Petrol,Manual,Sindh,White,Local,800,Mini Van,7,0,0,0,Suzuki
2015,0.38,163110,Petrol,Automatic,Punjab,Silver,Local,1300,Sedan,14,0,17,13,Toyota
2024,0.91,26500,Petrol,Automatic,Islamabad,Black,Local,1500,Sedan,29,21,44,35,Honda
2021,0.33,43000,Petrol,Automatic,Un-Registered,White,Imported,660,Hatchback,18,3,45,24,Honda
2016,0.33,135000,Petrol,Manual,Punjab,Silver,Local,1300,Sedan,10,3,17,13,Honda
2013,0.28,112500,Petrol,Manual,Sindh,White,Local,1300,Sedan,14,9,17,13,Honda
2012,0.26,120000,Petrol,Manual,Sindh,White,Local,1300,Sedan,7,0,6,4,Toyota
2002,0.13,350000,Petrol,Automatic,Punjab,Silver,Imported,1300,Sedan,10,0,3,8,Honda
2020,0.47,51000,Petrol,Automatic,Sindh,White,Local,1500,MPV,18,13,33,29,Honda
2021,0.57,71000,Petrol,Automatic,Punjab,White,Local,2000,Crossover,28,13,33,35,KIA
2009,0.25,125000,Petrol,Automatic,other,Grey,Local,1300,Sedan,10,3,17,13,Honda
2007,0.47,120000,Petrol,Automatic,Sindh,other,Imported,1800,Sedan,18,13,45,42,Mercedes-Benz
2019,0.4,110000,Petrol,Automatic,Islamabad,Black,Local,1500,Sedan,14,9,17,13,Honda
2015,0.45,324000,Petrol,Automatic,Punjab,White,Local,1800,Sedan,24,17,40,30,Toyota
2020,0.55,30000,Petrol,Automatic,Un-Registered,other,Imported,1000,Crossover,23,13,45,45,Toyota
2024,0.86,15000,Hybrid,Automatic,Islamabad,White,Local,1800,SUV,28,21,45,42,Toyota
2019,0.67,112000,Hybrid,Automatic,Punjab,White,Imported,1500,Van,0,14,27,19,Toyota
2006,0.9,161000,Petrol,Automatic,Sindh,White,Imported,4700,SUV,11,9,28,8,Toyota
2016,0.55,122331,Hybrid,Automatic,Islamabad,Silver,Local,1800,Sedan,18,13,40,35,Toyota
2022,1.66,17000,Diesel,Automatic,Sindh,Black,Local,2800,SUV,34,13,45,42,Toyota
2017,0.45,121000,Hybrid,Automatic,Sindh,White,Imported,1500,Hatchback,18,3,40,24,Toyota
2025,0.94,2500,Petrol,Automatic,Sindh,Black,Local,2000,SUV,28,23,45,42,Hyundai
2026,1.06,1000,PHEV,Automatic,Un-Registered,Silver,Local,1500,SUV,37,30,62,60,Jaecoo
2004,0.78,160000,Petrol,Automatic,Sindh,White,Imported,2700,SUV,14,9,27,13,Toyota
2018,0.38,122181,Petrol,Automatic,Sindh,Silver,Local,1300,Sedan,10,10,17,13,Honda
2018,0.67,71935,Hybrid,Automatic,Punjab,White,Imported,1500,Crossover,34,9,50,38,Honda
2013,0.3,1233,Petrol,Manual,Punjab,Silver,Local,1300,Sedan,14,9,17,13,Honda
2011,0.42,170000,Petrol,Manual,Islamabad,other,Imported,1600,SUV,0,9,27,13,Daihatsu
2022,0.48,31100,Petrol,Automatic,Sindh,White,Local,1500,Sedan,18,13,40,24,Toyota
2026,0.98,50,Petrol,Automatic,Un-Registered,Black,Local,1500,SUV,28,30,62,43,Haval
2017,0.55,115000,Hybrid,Automatic,Punjab,Blue,Imported,1500,Crossover,34,9,50,50,Honda
2017,0.53,150000,Petrol,Automatic,Punjab,White,Local,1500,Sedan,23,21,40,35,Honda
2018,0.42,92500,Petrol,Automatic,Sindh,White,Local,1500,MPV,28,9,43,29,Honda
2015,0.18,150000,Petrol,Automatic,Punjab,Black,Imported,660,Station Wagon,10,0,27,18,Daihatsu
2015,0.36,122652,Petrol,Automatic,Islamabad,Silver,Local,1500,Sedan,8,9,18,4,Honda
2013,0.19,100000,Petrol,Automatic,Islamabad,Black,Imported,660,Micro Van,10,0,13,13,Suzuki
2018,0.55,94000,Petrol,Automatic,Punjab,Silver,Local,1800,Sedan,18,21,40,35,Honda
2009,0.32,121000,Petrol,Manual,Islamabad,White,Local,1300,Sedan,10,0,23,8,Toyota
2018,0.37,148000,Petrol,Manual,Punjab,Black,Local,1300,Sedan,10,0,6,8,Toyota
2019,0.45,130000,Petrol,Automatic,Punjab,Black,Local,1300,Sedan,14,0,17,13,Toyota
2016,0.07,150000,Petrol,Manual,other,other,Local,800,Mini Van,7,3,0,0,Suzuki
2005,0.09,50000,Petrol,Manual,other,White,Local,800,Mini Van,7,0,0,0,Suzuki
2011,0.27,99000,Petrol,Automatic,Islamabad,White,Local,1800,Sedan,14,17,27,13,Honda
2020,3.05,45000,Petrol,Automatic,Un-Registered,White,Imported,2700,SUV,0,6,27,19,Toyota
2020,0.79,99650,Hybrid,Automatic,other,White,Imported,1200,Van,18,16,52,43,Nissan
2020,0.64,35000,Petrol,Automatic,Un-Registered,Black,Imported,1000,Crossover,0,6,27,19,Toyota
2020,0.65,24000,Petrol,Automatic,Un-Registered,White,Imported,1000,Crossover,0,6,27,19,Toyota
2019,2.38,34000,Petrol,Automatic,Un-Registered,White,Imported,2700,SUV,0,6,27,13,Toyota
2021,0.71,57000,Petrol,Automatic,Sindh,White,Local,2000,SUV,28,23,45,42,Hyundai
2024,0.89,5000,Petrol,Automatic,Islamabad,Black,Local,2000,SUV,28,30,50,42,Hyundai
2021,0.66,59000,Petrol,Automatic,Un-Registered,other,Imported,1000,Crossover,23,13,45,45,Toyota
1997,0.55,344000,Petrol,Automatic,Islamabad,other,Imported,2700,SUV,14,17,27,8,Toyota
2020,0.64,39000,Petrol,Automatic,Un-Registered,Black,Imported,1000,Crossover,23,13,45,45,Toyota
2022,0.47,30000,Petrol,Automatic,Sindh,White,Imported,1000,MPV,0,6,27,19,Toyota
2009,0.35,104126,Petrol,Manual,Islamabad,Grey,Local,1300,Sedan,14,10,23,8,Toyota
2025,1.22,15000,Hybrid,Automatic,Islamabad,Black,Local,1600,Crossover,43,23,62,60,Hyundai
1995,0.07,88000,Petrol,Manual,Punjab,other,Local,1300,Sedan,10,0,0,2,Suzuki
2020,0.48,100000,Petrol,Automatic,Sindh,White,Local,1300,Sedan,14,0,17,13,Toyota
2005,1.03,95000,Petrol,Automatic,Sindh,Black,Imported,4000,SUV,14,9,34,36,Toyota
2020,0.29,37000,Petrol,Automatic,Un-Registered,Silver,Imported,660,Micro Van,0,0,27,9,Suzuki
2018,0.39,84000,Petrol,Automatic,Punjab,White,Local,1300,Sedan,10,3,17,13,Honda
2014,0.38,173582,Hybrid,Automatic,Punjab,Grey,Imported,1500,Mini Van,18,13,40,29,Honda
2022,0.53,34000,Petrol,Automatic,Islamabad,Black,Imported,1500,Sedan,0,0,0,0,DFSK
2011,1.79,165000,Petrol,Automatic,Punjab,Black,Imported,2700,SUV,18,28,45,50,Toyota
2014,0.32,118000,Petrol,Manual,Punjab,Silver,Local,1300,Sedan,14,0,27,13,Toyota
2007,0.22,481159,Petrol,Manual,Punjab,Black,Local,1300,Sedan,10,0,3,4,Toyota
2011,0.27,84000,Petrol,Automatic,Sindh,Silver,Local,1800,Sedan,14,17,27,13,Honda
1992,0.05,5555,Petrol,Manual,Sindh,other,Local,800,Mini Van,7,0,0,0,Suzuki
2018,2.85,68000,Petrol,Automatic,Punjab,White,Imported,2700,SUV,11,13,39,44,Toyota
2015,0.35,179000,Petrol,Manual,Punjab,Blue,Local,1300,Sedan,14,0,27,13,Toyota
2000,0.13,195000,Petrol,Automatic,other,Black,Local,2000,Sedan,10,6,3,8,Toyota
2016,0.41,127234,Petrol,Automatic,Punjab,Black,Local,1800,Sedan,18,9,40,19,Toyota
2020,1.24,50000,Petrol,Automatic,Islamabad,White,Imported,1500,Sedan,28,20,49,50,Honda
2015,0.35,179500,Petrol,Manual,Sindh,White,Local,1800,Sedan,24,21,40,30,Toyota
2011,0.1,25000,Petrol,Manual,Sindh,White,Local,800,Mini Van,7,0,0,0,Suzuki
2015,0.61,85000,Hybrid,Automatic,Islamabad,White,Imported,1500,Crossover,28,13,45,38,Honda
2025,0.96,8500,Petrol,Automatic,Punjab,Silver,Local,1500,SUV,0,0,0,0,Haval
2019,2.9,34000,Petrol,Automatic,Un-Registered,White,Imported,2700,SUV,37,28,57,50,Toyota
2024,0.88,42000,Petrol,Automatic,Punjab,Black,Local,1500,Sedan,29,21,44,35,Honda
2020,0.57,31500,Petrol,Automatic,Un-Registered,White,Imported,1000,Crossover,18,6,33,24,Daihatsu
2020,0.49,22836,Petrol,Automatic,Punjab,other,Imported,658,SUV,14,9,40,37,Suzuki
2014,0.41,61000,Petrol,Manual,Islamabad,White,Local,1300,Sedan,10,0,23,8,Toyota
2024,1.08,26000,Hybrid,Automatic,Islamabad,Black,Local,1500,SUV,30,23,52,60,Haval
2012,0.43,190000,Petrol,Automatic,Islamabad,Black,Local,1600,Sedan,14,17,27,19,Toyota
2021,5.8,30000,Petrol,Automatic,Un-Registered,other,Imported,3500,SUV,43,28,62,60,Toyota
2013,2.27,88000,Petrol,Automatic,Islamabad,Black,Imported,4600,SUV,0,6,27,19,Toyota
2007,1.1,180000,Petrol,Automatic,Sindh,Black,Imported,4000,SUV,14,24,27,13,Toyota
2003,0.99,81000,Petrol,Automatic,Punjab,other,Imported,4700,SUV,27,28,45,54,Toyota
2024,0.78,33700,Petrol,Automatic,Islamabad,White,Local,1800,Sedan,24,21,44,30,Toyota
1994,0.26,68482,Petrol,Automatic,Punjab,White,Imported,3500,SUV,0,17,13,9,Mitsubishi
2007,0.12,165000,Petrol,Manual,Sindh,other,Local,1300,Sedan,10,0,17,13,Suzuki
2024,0.39,86000,Petrol,Manual,Punjab,White,Local,1500,MPV,14,13,28,14,JW
1996,0.23,183000,Petrol,Manual,Islamabad,other,Local,1500,Sedan,7,0,3,8,Honda
2005,0.11,203000,Petrol,Manual,Punjab,other,Local,1300,Sedan,10,0,3,8,Suzuki
2007,0.25,227000,Petrol,Automatic,Punjab,Silver,Imported,1300,Sedan,7,0,27,13,Toyota
2012,0.39,94000,Petrol,Automatic,Islamabad,Silver,Local,1600,Sedan,14,17,27,19,Toyota
2019,0.54,1000,Petrol,Automatic,Islamabad,White,Local,1300,Sedan,14,0,17,13,Toyota
2005,0.2,80000,Petrol,Automatic,Punjab,other,Local,1300,Sedan,14,0,3,8,Honda
1995,0.05,245000,Petrol,Manual,Sindh,other,Local,1300,Sedan,10,0,0,2,Suzuki
2008,0.13,125000,Petrol,Manual,Sindh,Black,Local,1300,Sedan,29,10,58,60,Suzuki
2000,0.15,99000,Petrol,Automatic,Sindh,other,Imported,1000,Sedan,14,0,21,13,Toyota
1997,0.1,178000,Petrol,Manual,Punjab,other,Local,1600,Sedan,14,6,3,8,Honda
2007,0.24,180000,Petrol,Automatic,Punjab,Black,Local,1800,Sedan,14,24,33,13,Honda
2011,0.25,137000,Petrol,Automatic,Sindh,other,Local,1800,Sedan,14,0,27,13,Honda
2016,0.49,125000,Petrol,Automatic,Punjab,Black,Local,1800,Sedan,24,17,40,30,Toyota
1997,0.17,80000,Petrol,Automatic,Sindh,Silver,Imported,1100,SUV,7,20,21,13,Mitsubishi
2021,0.78,28500,Petrol,Automatic,Sindh,White,Local,2400,Compact SUV,28,23,38,42,KIA
2009,0.31,300000,Petrol,Manual,Islamabad,Black,Local,1300,Sedan,28,20,33,23,Toyota
2026,1.02,80,Petrol,Automatic,Un-Registered,White,Local,1500,Sedan,29,21,44,35,Honda
2019,0.47,78900,Petrol,Automatic,Islamabad,other,Local,1300,Sedan,18,16,33,18,Toyota
2020,0.43,49000,Petrol,Automatic,Sindh,White,Local,1500,Sedan,18,13,40,24,Toyota
2016,1.39,57000,Petrol,Automatic,Punjab,Black,Imported,1800,Sedan,18,13,45,42,Audi
2010,0.23,156000,Petrol,Manual,Sindh,Black,Local,1300,Sedan,7,0,6,4,Toyota
2018,0.53,91000,Petrol,Automatic,Punjab,White,Local,1800,Sedan,18,21,40,35,Honda
2016,0.45,127500,Hybrid,Automatic,Islamabad,Blue,Imported,1500,Hatchback,18,6,40,30,Toyota
2020,0.52,46000,Petrol,Automatic,Sindh,White,Local,1600,Sedan,18,6,33,13,Toyota
2025,1.17,4700,Hybrid,DHT,Sindh,Black,Local,1500,SUV,37,30,62,43,Haval
2023,1.9,25000,Diesel,Automatic,Islamabad,Black,Local,2800,SUV,34,13,53,43,Toyota
2024,0.55,44491,Petrol,Automatic,Islamabad,White,Local,1400,Crossover,28,21,50,30,KIA
2004,0.17,200000,Petrol,Automatic,Sindh,other,Local,1300,Sedan,14,0,3,8,Honda
2009,0.12,189000,Petrol,Manual,Sindh,Silver,Local,1300,Sedan,10,3,17,13,Suzuki
1992,0.27,200000,Diesel,Automatic,Punjab,White,Imported,3000,SUV,8,21,10,9,Toyota
2004,0.12,112233,CNG,Manual,other,other,Local,1300,Sedan,14,6,3,6,Suzuki
2020,0.64,92000,Petrol,Automatic,Islamabad,White,Local,1500,Sedan,23,21,34,35,Honda
2013,0.42,108000,Hybrid,Automatic,Punjab,White,Imported,1800,Sedan,18,13,45,30,Toyota
2015,0.44,135000,Petrol,Automatic,Punjab,White,Local,1800,Sedan,14,17,27,24,Honda
2019,0.56,80000,Petrol,Automatic,Islamabad,other,Local,1800,Sedan,18,28,44,35,Honda
2022,0.38,9000,Hybrid,Automatic,Un-Registered,Silver,Imported,660,Station Wagon,24,9,57,30,Suzuki
2012,0.17,110123,Petrol,Manual,other,White,Imported,660,Micro Van,10,0,10,9,Suzuki
2017,0.43,83000,Petrol,Manual,Islamabad,White,Local,1300,Sedan,14,0,27,13,Toyota
2014,0.36,120000,Hybrid,Automatic,Sindh,Silver,Imported,1300,Station Wagon,18,9,38,24,Honda
2010,0.2,112000,Petrol,Automatic,Punjab,White,Imported,660,Sedan,0,0,27,14,Nissan
2014,0.38,185000,Petrol,Automatic,Punjab,White,Local,1800,Sedan,23,24,33,24,Honda
2021,0.7,92000,Petrol,Automatic,Punjab,White,Local,2000,Crossover,28,23,38,42,KIA
2024,0.95,30000,Petrol,Automatic,Punjab,Black,Local,2400,Compact SUV,28,23,38,42,KIA
2009,0.22,146000,Petrol,Automatic,Sindh,other,Local,1800,Sedan,14,0,27,13,Honda
2015,0.35,100000,Petrol,Automatic,Islamabad,other,Local,1500,Sedan,14,9,17,13,Honda
2022,0.58,33000,Petrol,Automatic,Punjab,White,Local,1598,Sedan,18,10,45,13,Toyota
2014,0.34,260000,Petrol,Automatic,Islamabad,Grey,Local,1800,Sedan,14,17,27,24,Honda
2011,0.32,104000,Petrol,Automatic,Punjab,White,Local,1800,Sedan,14,17,27,13,Honda
2022,0.74,55000,Petrol,Automatic,Islamabad,other,Local,2000,Crossover,28,23,38,42,KIA
2021,0.28,24500,Petrol,Manual,Un-Registered,other,Imported,660,Micro Van,10,0,27,9,Suzuki
2020,0.57,44000,Petrol,Automatic,Un-Registered,Black,Imported,1000,Crossover,28,20,50,38,Daihatsu
2026,0.98,60,Petrol,Automatic,Un-Registered,Black,Local,1500,SUV,28,30,62,43,Haval
2018,1.27,30600,Petrol,Automatic,Islamabad,Black,Local,2700,SUV,18,13,44,35,Toyota
2019,2.53,34000,Petrol,Automatic,Un-Registered,White,Imported,2700,SUV,0,14,27,19,Toyota
2026,0.97,1,Petrol,Automatic,Un-Registered,Black,Local,1500,SUV,28,23,62,43,Haval
2016,0.49,125000,Petrol,Automatic,Punjab,White,Local,1800,Sedan,18,17,33,24,Honda
2004,0.24,156000,Petrol,Automatic,Punjab,Silver,Local,2000,Sedan,7,9,27,26,Honda
2007,0.26,164755,Petrol,Automatic,Punjab,Blue,Local,1800,Sedan,14,9,21,13,Toyota
2017,5.25,54000,Petrol,Automatic,Islamabad,White,Imported,5700,SUV,24,13,54,50,Lexus
2016,0.33,108000,Petrol,Manual,Islamabad,Black,Local,1300,Sedan,10,3,17,13,Honda
2008,0.51,196504,Petrol,Automatic,Sindh,Silver,Imported,1800,Sedan,23,16,39,37,Mercedes-Benz
2009,0.36,160000,Petrol,Automatic,Islamabad,Silver,Local,1800,Sedan,23,14,33,31,Toyota
2021,0.3,41000,Petrol,Automatic,Punjab,other,Imported,660,Hatchback,18,9,50,48,Honda
2022,0.88,50000,Petrol,Automatic,Sindh,White,Imported,2000,SUV,23,13,50,35,BAIC
2005,0.12,150000,Petrol,Manual,Un-Registered,other,Local,1300,Sedan,10,0,3,8,Suzuki
2022,0.76,29000,Petrol,Automatic,Sindh,other,Local,2400,Compact SUV,28,23,38,42,KIA
2007,0.2,100000,Petrol,Automatic,other,Black,Local,1800,Sedan,14,0,27,13,Honda
2004,0.16,174000,Petrol,Manual,Punjab,White,Local,1300,Sedan,14,0,3,8,Honda
2013,0.24,97000,Petrol,Automatic,Punjab,Blue,Imported,660,Hatchback,10,10,40,13,Honda
2020,0.39,55000,Petrol,Manual,Punjab,Silver,Local,1300,Sedan,10,3,17,13,Honda
2012,0.33,145000,Diesel,Manual,Punjab,Black,Local,2000,Sedan,10,0,9,13,Toyota
1998,0.75,220000,Diesel,Automatic,Islamabad,Black,Imported,4200,SUV,7,17,19,15,Toyota
2009,0.28,183000,Petrol,Manual,Islamabad,White,Local,1300,Sedan,10,0,23,8,Toyota
2017,0.34,94000,Petrol,Manual,Sindh,Black,Local,1500,Sedan,14,9,17,13,Honda
2022,0.63,108507,Petrol,Automatic,Punjab,White,Local,1598,Sedan,24,18,49,24,Toyota
2025,0.73,19000,Petrol,Automatic,Islamabad,White,Local,1500,Crossover,34,30,62,50,MG
2024,0.95,30000,Petrol,Automatic,Islamabad,White,Local,1500,Sedan,29,21,44,35,Honda
2019,2.49,36000,Petrol,Automatic,Un-Registered,Black,Imported,2700,SUV,18,28,57,60,Toyota
2012,2.6,158000,Petrol,Automatic,Islamabad,Black,Imported,4600,SUV,28,21,45,35,Toyota
2019,1.29,67500,Diesel,Automatic,Sindh,Black,Local,2800,SUV,7,6,27,19,Toyota
2019,4.75,19800,Hybrid,Automatic,Islamabad,Black,Imported,2000,Sedan,43,21,45,50,BMW
2020,0.58,31000,Petrol,Automatic,Islamabad,Black,Imported,1000,Crossover,28,13,54,38,Daihatsu
2026,0.97,15,Petrol,Automatic,Un-Registered,Black,Local,1500,SUV,28,30,62,43,Haval
2025,0.85,25,Petrol,Automatic,Un-Registered,Grey,Local,1500,Sedan,23,21,44,35,Honda
2012,0.98,98000,Petrol,Automatic,Punjab,White,Imported,1800,Sedan,0,14,27,19,Mercedes-Benz
1998,0.82,90000,Petrol,Automatic,Punjab,White,Imported,4700,SUV,11,9,28,8,Toyota
2009,0.41,137000,Petrol,Automatic,Islamabad,White,Imported,2400,Sedan,18,9,34,29,Toyota
2016,3.72,87000,Petrol,Automatic,Punjab,White,Imported,4600,SUV,7,14,27,19,Toyota
2026,0.89,850,Petrol,Automatic,Un-Registered,White,Local,1500,Sedan,23,18,44,35,Honda
2021,0.6,63000,Petrol,Automatic,Punjab,Black,Imported,1500,Crossover,34,30,62,50,MG
2013,0.32,106000,Petrol,Automatic,Sindh,White,Local,1800,Sedan,23,3,40,13,Honda
2015,0.32,163245,Petrol,Manual,Punjab,White,Local,1300,Sedan,14,9,17,13,Honda
2018,0.43,93000,Petrol,Automatic,Islamabad,Silver,Local,1500,MPV,28,9,43,29,Honda
2025,0.79,21000,Petrol,Automatic,Islamabad,White,Local,1500,Crossover,18,20,44,29,Honda
2012,0.31,131000,Petrol,Automatic,Islamabad,Grey,Local,1800,Sedan,14,17,27,13,Honda
2022,0.52,30000,Petrol,Automatic,Punjab,Black,Local,1500,Crossover,0,14,27,19,DFSK
2021,0.41,118450,Petrol,Automatic,Punjab,other,Imported,660,Micro Van,19,10,57,46,Suzuki
2007,0.2,100000,Petrol,Manual,Punjab,White,Local,1300,Sedan,10,0,3,4,Toyota
2010,0.27,161000,Petrol,Manual,Punjab,Black,Local,1300,Sedan,10,0,23,8,Toyota
2018,0.37,150000,Petrol,Automatic,Islamabad,Silver,Local,1300,Sedan,10,3,17,13,Honda
2005,0.12,246000,Petrol,Manual,Islamabad,White,Local,1300,Sedan,0,6,3,4,Suzuki
2015,0.47,106000,Petrol,Automatic,Punjab,other,Local,1800,Sedan,24,17,40,30,Toyota
2020,0.63,50000,Petrol,Automatic,Un-Registered,White,Imported,1000,Crossover,23,13,45,45,Toyota
2011,0.27,170000,Petrol,Manual,Punjab,Silver,Local,1300,Sedan,10,3,17,13,Honda
2026,1.09,1000,PHEV,Automatic,Islamabad,White,Imported,1500,SUV,37,30,62,60,Jaecoo
2011,0.23,127000,Petrol,Manual,Sindh,Silver,Local,1300,Sedan,10,0,23,8,Toyota
2026,0.97,1,Petrol,Automatic,Un-Registered,Black,Local,1500,SUV,28,30,62,43,Haval
2020,3.19,27000,Petrol,Automatic,Un-Registered,Black,Imported,2700,SUV,11,13,39,44,Toyota
2022,0.51,10149,Petrol,Automatic,Sindh,Silver,Local,1500,Sedan,18,13,40,24,Toyota
2004,0.17,198000,Petrol,Manual,Punjab,White,Local,1600,Sedan,4,9,17,11,Mitsubishi
2021,0.73,50274,Petrol,Automatic,Islamabad,White,Imported,2000,SUV,28,23,45,42,Hyundai
2012,0.28,180521,Petrol,Automatic,Islamabad,other,Local,1800,Sedan,14,17,27,13,Honda
